Loan_ID,Issue_Date,Loan_Amount,Interest_Rate,Term,Annual_Income,Employment_Length,Purpose,Loan_Status
CST23698,7/7/2018,333019,23.8,60 months,61703,5-10 years,Car Loan,Fully Paid
CST23699,3/3/2018,168992,13.47,60 months,50716,10+ years,Vacation,Fully Paid
CST23700,2/27/2020,453052,23.79,36 months,22048,5-10 years,Vacation,Charged Off
CST23701,2/26/2016,178453,21.71,36 months,177684,5-10 years,Credit Card,Fully Paid
CST23702,11/11/2023,381430,7.94,60 months,85026,< 1 year,Medical,Fully Paid
CST23703,11/26/2015,483187,23.08,36 months,116209,< 1 year,Vacation,Fully Paid
CST23704,11/2/2016,365874,7.24,36 months,149667,3-5 years,Medical,Current
CST23705,5/11/2015,323442,9.68,36 months,182712,5-10 years,Vacation,Fully Paid
CST23706,3/12/2019,422725,16.73,36 months,103710,5-10 years,Car Loan,Fully Paid
CST23707,9/25/2023,262510,7.91,36 months,179562,5-10 years,Vacation,Fully Paid
CST23708,8/8/2016,126035,9.33,60 months,29532,10+ years,Vacation,Current
CST23709,1/24/2020,178167,23.19,36 months,144962,1-3 years,Vacation,Fully Paid
CST23710,12/24/2019,449740,23.91,36 months,136582,1-3 years,Credit Card,Fully Paid
CST23711,11/29/2023,376969,20.47,36 months,195844,3-5 years,Car Loan,Current
CST23712,12/21/2023,120637,15.52,60 months,192842,3-5 years,Home Improvement,Charged Off
CST23713,9/4/2019,266046,22.26,36 months,191189,3-5 years,Debt Consolidation,Fully Paid
CST23714,2/28/2015,465125,8.46,36 months,46292,3-5 years,Education,Fully Paid
CST23715,7/12/2015,339762,23,36 months,74230,3-5 years,Home Improvement,Fully Paid
CST23716,2/3/2015,30532,12.65,60 months,104170,1-3 years,Medical,Current
CST23717,2/22/2023,113197,21.58,60 months,198911,5-10 years,Small Business,Current
CST23718,8/4/2022,135860,18.2,60 months,184349,3-5 years,Debt Consolidation,Fully Paid
CST23719,1/3/2022,65285,23.3,60 months,54829,10+ years,Small Business,Current
CST23720,10/30/2023,286010,21.63,36 months,27970,10+ years,Home Improvement,Current
CST23721,1/8/2021,143665,22.04,36 months,39031,1-3 years,Debt Consolidation,Charged Off
CST23722,10/18/2016,276639,17.56,60 months,97511,1-3 years,Vacation,Charged Off
CST23723,10/13/2023,251130,21.08,36 months,148136,5-10 years,Vacation,Fully Paid
CST23724,5/28/2018,274981,19.75,36 months,142695,3-5 years,Vacation,Fully Paid
CST23725,2/24/2018,212780,9.33,36 months,97399,1-3 years,Home Improvement,Charged Off
CST23726,5/21/2023,416896,17.85,36 months,137805,3-5 years,Debt Consolidation,Current
CST23727,12/24/2017,453692,9.09,36 months,65438,5-10 years,Vacation,Fully Paid
CST23728,7/14/2019,263750,21.72,60 months,133621,10+ years,Small Business,Fully Paid
CST23729,3/8/2020,297490,7.65,36 months,20169,1-3 years,Credit Card,Fully Paid
CST23730,7/16/2019,113621,23.77,36 months,65695,10+ years,Credit Card,Late
CST23731,9/17/2017,290556,13.51,60 months,107517,10+ years,Vacation,Current
CST23732,5/28/2023,486615,9.49,36 months,178387,1-3 years,Car Loan,Fully Paid
CST23733,2/22/2021,123833,22.87,60 months,76955,5-10 years,Education,Fully Paid
CST23734,9/19/2020,429020,7.29,36 months,32426,5-10 years,Car Loan,Fully Paid
CST23735,8/11/2021,70206,14.73,60 months,49443,< 1 year,Car Loan,Current
CST23736,3/10/2015,15934,19.98,60 months,16954,3-5 years,Vacation,Fully Paid
CST23737,5/5/2020,297867,12.04,36 months,198228,10+ years,Home Improvement,Current
CST23738,8/25/2020,395112,15.75,36 months,144525,1-3 years,Medical,Fully Paid
CST23739,5/16/2018,418621,18.76,60 months,152757,1-3 years,Car Loan,Fully Paid
CST23740,7/19/2018,154820,23.16,60 months,175141,3-5 years,Car Loan,Fully Paid
CST23741,4/19/2015,206838,8.3,36 months,143683,3-5 years,Credit Card,Fully Paid
CST23742,5/27/2023,182485,9.25,36 months,162440,1-3 years,Vacation,Fully Paid
CST23743,2/1/2023,420570,15.41,36 months,29319,< 1 year,Car Loan,Charged Off
CST23744,8/20/2023,472706,13.82,60 months,75635,1-3 years,Vacation,Current
CST23745,5/26/2021,389132,13.69,36 months,25335,5-10 years,Debt Consolidation,Current
CST23746,11/17/2017,486891,11.7,60 months,141877,1-3 years,Debt Consolidation,Fully Paid
CST23747,8/6/2020,246630,16.31,36 months,31781,3-5 years,Education,Fully Paid
CST23748,2/25/2020,415604,21.96,36 months,26381,5-10 years,Vacation,Fully Paid
CST23749,6/1/2016,41523,9.32,60 months,75547,< 1 year,Home Improvement,Current
CST23750,11/30/2019,368294,10.27,36 months,25401,10+ years,Medical,Current
CST23751,1/27/2021,388094,18.24,36 months,64728,< 1 year,Medical,Charged Off
CST23752,12/2/2018,455909,7.48,60 months,134824,3-5 years,Debt Consolidation,Current
CST23753,5/8/2023,171804,18.29,36 months,47003,1-3 years,Small Business,Current
CST23754,6/8/2020,46646,12,60 months,92046,10+ years,Medical,Fully Paid
CST23755,12/17/2021,157093,12.76,60 months,121686,1-3 years,Car Loan,Fully Paid
CST23756,7/15/2022,229310,13.6,36 months,84547,10+ years,Debt Consolidation,Current
CST23757,10/24/2016,247024,12.62,36 months,33548,1-3 years,Credit Card,Current
CST23758,2/7/2017,499275,21.22,36 months,63658,3-5 years,Medical,Charged Off
CST23759,11/18/2023,262476,23.06,60 months,66520,1-3 years,Medical,Current
CST23760,11/13/2015,319920,16.09,60 months,120088,5-10 years,Small Business,Current
CST23761,7/6/2018,286260,16.68,60 months,161720,1-3 years,Vacation,Fully Paid
CST23762,2/25/2020,470225,7.73,60 months,175110,1-3 years,Vacation,Fully Paid
CST23763,2/20/2018,117858,18.98,36 months,29778,10+ years,Debt Consolidation,Charged Off
CST23764,1/30/2018,224343,16.72,36 months,107562,3-5 years,Medical,Current
CST23765,10/18/2017,498213,7.38,60 months,83752,5-10 years,Vacation,Fully Paid
CST23766,5/11/2018,81620,9.97,60 months,133746,1-3 years,Education,Fully Paid
CST23767,10/13/2020,442987,10.03,36 months,172427,3-5 years,Home Improvement,Charged Off
CST23768,2/3/2017,426972,9.49,60 months,187618,3-5 years,Medical,Charged Off
CST23769,10/25/2023,87604,18.03,60 months,45201,5-10 years,Credit Card,Current
CST23770,8/22/2020,99452,22.75,60 months,156686,3-5 years,Education,Current
CST23771,2/27/2019,401135,19.85,36 months,137124,10+ years,Vacation,Current
CST23772,3/29/2016,290694,14.85,36 months,125692,1-3 years,Medical,Fully Paid
CST23773,4/6/2015,172596,13.57,60 months,146788,1-3 years,Credit Card,Current
CST23774,7/25/2019,452822,13.26,36 months,82721,10+ years,Medical,Charged Off
CST23775,7/7/2022,204891,17.02,60 months,190226,3-5 years,Medical,Current
CST23776,11/30/2020,75227,12.79,60 months,76577,3-5 years,Credit Card,Charged Off
CST23777,8/16/2018,290356,10.46,36 months,24141,3-5 years,Medical,Fully Paid
CST23778,10/20/2020,307262,17.05,60 months,116261,3-5 years,Vacation,Fully Paid
CST23779,9/23/2022,295746,13.34,36 months,83738,5-10 years,Medical,Fully Paid
CST23780,9/29/2023,22540,6.75,60 months,197597,1-3 years,Credit Card,Fully Paid
CST23781,2/2/2023,171901,6.89,36 months,179634,3-5 years,Car Loan,Fully Paid
CST23782,6/12/2017,192381,11.3,60 months,97823,10+ years,Vacation,Current
CST23783,7/1/2017,201475,15.47,36 months,119574,1-3 years,Home Improvement,Fully Paid
CST23784,7/19/2018,338599,12.7,36 months,20274,1-3 years,Credit Card,Current
CST23785,11/20/2015,27277,6.92,36 months,46055,3-5 years,Vacation,Current
CST23786,9/2/2020,124133,10.41,36 months,116664,10+ years,Small Business,Fully Paid
CST23787,9/8/2015,457889,8.19,60 months,70947,5-10 years,Vacation,Fully Paid
CST23788,3/15/2019,257196,23.1,60 months,151559,3-5 years,Home Improvement,Fully Paid
CST23789,8/6/2015,415892,11.97,60 months,27587,5-10 years,Credit Card,Fully Paid
CST23790,10/24/2022,441060,6.76,60 months,168955,< 1 year,Medical,Current
CST23791,3/10/2016,462924,18.06,60 months,165324,3-5 years,Medical,Fully Paid
CST23792,9/20/2016,276896,10.57,36 months,55637,5-10 years,Small Business,Current
CST23793,4/24/2022,217620,16.42,36 months,39245,3-5 years,Small Business,Fully Paid
CST23794,2/18/2023,472927,9.14,36 months,175920,10+ years,Car Loan,Charged Off
CST23795,1/9/2016,438886,23.72,36 months,91458,5-10 years,Vacation,Current
CST23796,8/8/2017,203675,23.48,36 months,79651,5-10 years,Vacation,Fully Paid
CST23797,12/8/2023,167550,17.98,36 months,111359,10+ years,Medical,Charged Off
CST23798,9/25/2020,424655,18.88,36 months,189589,1-3 years,Debt Consolidation,Charged Off
CST23799,2/9/2016,432963,13.95,60 months,184141,3-5 years,Education,Current
CST23800,12/12/2021,252496,23.34,60 months,197607,3-5 years,Debt Consolidation,Fully Paid
CST23801,1/24/2021,392476,13.92,36 months,95775,3-5 years,Education,Charged Off
CST23802,10/31/2016,428026,10.69,60 months,68264,10+ years,Education,Fully Paid
CST23803,2/4/2019,285446,8.52,36 months,196075,5-10 years,Car Loan,Fully Paid
CST23804,8/13/2022,333380,10.14,60 months,131161,1-3 years,Medical,Current
CST23805,11/29/2017,69467,16.51,36 months,148850,1-3 years,Credit Card,Charged Off
CST23806,6/20/2016,369494,10.79,36 months,181213,3-5 years,Education,Fully Paid
CST23807,5/6/2021,433057,17.95,36 months,183757,10+ years,Car Loan,Fully Paid
CST23808,8/1/2017,442929,13.19,36 months,89786,< 1 year,Education,Current
CST23809,8/29/2019,447762,22.02,36 months,112789,10+ years,Home Improvement,Charged Off
CST23810,6/27/2016,260908,16.27,60 months,49420,3-5 years,Car Loan,Charged Off
CST23811,11/10/2017,270192,17.4,36 months,149181,< 1 year,Car Loan,Fully Paid
CST23812,2/14/2020,254212,16.24,60 months,131251,5-10 years,Debt Consolidation,Fully Paid
CST23813,9/12/2021,431506,22,60 months,71255,5-10 years,Credit Card,Fully Paid
CST23814,3/27/2019,63906,7.61,36 months,25938,10+ years,Home Improvement,Current
CST23815,12/30/2023,343781,7.68,60 months,155468,10+ years,Home Improvement,Late
CST23816,5/7/2022,296922,18.78,60 months,137122,10+ years,Medical,Fully Paid
CST23817,1/16/2023,163497,19.94,36 months,34728,3-5 years,Small Business,Fully Paid
CST23818,12/17/2017,243117,14.09,60 months,183591,1-3 years,Vacation,Fully Paid
CST23819,10/29/2016,219460,12.67,60 months,174914,3-5 years,Small Business,Charged Off
CST23820,1/8/2016,125918,11.36,60 months,172429,3-5 years,Small Business,Current
CST23821,8/25/2023,357180,10.6,60 months,187023,1-3 years,Credit Card,Fully Paid
CST23822,3/23/2023,456392,22.46,60 months,37021,5-10 years,Medical,Fully Paid
CST23823,10/21/2020,410890,11.66,60 months,53924,5-10 years,Vacation,Charged Off
CST23824,6/8/2023,460618,17.84,36 months,136814,3-5 years,Small Business,Fully Paid
CST23825,6/10/2016,486947,20.27,36 months,45452,3-5 years,Medical,Charged Off
CST23826,2/21/2017,225979,6.88,60 months,17529,3-5 years,Medical,Charged Off
CST23827,7/19/2020,431269,7.09,60 months,162867,3-5 years,Car Loan,Fully Paid
CST23828,9/2/2022,253505,12.33,36 months,110988,1-3 years,Small Business,Current
CST23829,5/6/2016,16957,18.68,60 months,93093,< 1 year,Education,Current
CST23830,5/24/2015,339788,11.06,60 months,110491,5-10 years,Home Improvement,Current
CST23831,2/7/2019,451832,6.53,36 months,46172,10+ years,Car Loan,Fully Paid
CST23832,3/27/2015,380438,11.54,60 months,131995,< 1 year,Car Loan,Fully Paid
CST23833,10/23/2015,22829,8.08,60 months,25265,3-5 years,Home Improvement,Fully Paid
CST23834,8/11/2022,272981,10.34,60 months,78010,3-5 years,Home Improvement,Fully Paid
CST23835,12/19/2015,462357,12.33,36 months,56342,5-10 years,Credit Card,Charged Off
CST23836,5/27/2016,151104,8.74,60 months,16798,10+ years,Credit Card,Current
CST23837,3/16/2021,104770,18.86,36 months,50943,10+ years,Education,Fully Paid
CST23838,12/23/2017,31352,10.98,36 months,195644,1-3 years,Education,Charged Off
CST23839,12/3/2020,35215,18.07,36 months,189858,10+ years,Small Business,Fully Paid
CST23840,1/3/2020,454535,16.98,36 months,71086,3-5 years,Car Loan,Late
CST23841,12/9/2022,210714,22.22,60 months,41316,10+ years,Education,Charged Off
CST23842,5/15/2016,308391,8.04,36 months,142357,5-10 years,Debt Consolidation,Fully Paid
CST23843,8/14/2022,492518,10.26,36 months,122226,3-5 years,Credit Card,Charged Off
CST23844,5/14/2015,134692,21.64,36 months,28994,3-5 years,Education,Fully Paid
CST23845,8/6/2021,179120,20.89,36 months,157588,10+ years,Vacation,Current
CST23846,5/12/2022,255186,9.86,60 months,196485,1-3 years,Credit Card,Fully Paid
CST23847,1/1/2017,211604,8.39,60 months,175150,10+ years,Small Business,Current
CST23848,3/11/2017,71714,21.48,60 months,88341,5-10 years,Credit Card,Fully Paid
CST23849,9/29/2023,302463,9.62,36 months,28035,3-5 years,Car Loan,Fully Paid
CST23850,8/22/2017,124058,21.74,36 months,161435,10+ years,Car Loan,Fully Paid
CST23851,12/19/2020,283169,23.32,60 months,49365,3-5 years,Credit Card,Fully Paid
CST23852,12/9/2015,14780,10.36,60 months,161976,1-3 years,Debt Consolidation,Fully Paid
CST23853,9/1/2015,289850,21.21,36 months,85990,10+ years,Home Improvement,Fully Paid
CST23854,9/2/2020,178988,13.92,36 months,58175,5-10 years,Home Improvement,Charged Off
CST23855,6/25/2016,80503,20.3,36 months,28562,1-3 years,Car Loan,Charged Off
CST23856,7/27/2019,166928,13.63,60 months,139221,1-3 years,Education,Current
CST23857,9/21/2016,370310,7.73,36 months,54205,3-5 years,Home Improvement,Fully Paid
CST23858,5/22/2022,14179,18.97,60 months,156529,10+ years,Car Loan,Late
CST23859,8/18/2018,174695,9.14,36 months,148542,1-3 years,Medical,Charged Off
CST23860,1/23/2019,153659,22.72,60 months,176547,< 1 year,Home Improvement,Fully Paid
CST23861,2/8/2015,159805,13.81,36 months,134149,10+ years,Home Improvement,Fully Paid
CST23862,2/15/2022,262282,7.94,36 months,60643,1-3 years,Home Improvement,Fully Paid
CST23863,4/24/2015,486522,10.5,36 months,61768,1-3 years,Home Improvement,Late
CST23864,11/12/2015,104423,21.59,36 months,113056,1-3 years,Home Improvement,Current
CST23865,2/22/2017,128076,12.12,60 months,32562,3-5 years,Debt Consolidation,Fully Paid
CST23866,3/26/2019,140047,21.49,36 months,122858,5-10 years,Vacation,Fully Paid
CST23867,12/29/2021,259477,9.52,60 months,94527,5-10 years,Small Business,Current
CST23868,7/2/2016,214527,14.69,60 months,44275,1-3 years,Small Business,Current
CST23869,9/27/2017,342282,21.87,60 months,138633,1-3 years,Debt Consolidation,Charged Off
CST23870,9/29/2021,181535,7.35,60 months,35704,1-3 years,Home Improvement,Fully Paid
CST23871,5/5/2019,497812,11.82,60 months,32317,5-10 years,Debt Consolidation,Current
CST23872,9/19/2015,178226,22.42,36 months,18516,1-3 years,Home Improvement,Charged Off
CST23873,2/26/2017,211748,16.94,60 months,131821,3-5 years,Car Loan,Charged Off
CST23874,6/6/2015,91706,19.03,36 months,145911,1-3 years,Home Improvement,Late
CST23875,6/13/2019,121905,21.24,60 months,57184,10+ years,Medical,Late
CST23876,10/29/2015,33830,15.66,36 months,31158,1-3 years,Medical,Fully Paid
CST23877,2/21/2015,377220,21.29,60 months,28138,1-3 years,Home Improvement,Fully Paid
CST23878,6/14/2015,470342,17.68,60 months,54252,3-5 years,Car Loan,Fully Paid
CST23879,10/12/2021,444961,18.5,36 months,56998,3-5 years,Vacation,Current
CST23880,12/2/2018,297753,9.17,60 months,155577,5-10 years,Debt Consolidation,Fully Paid
CST23881,9/7/2016,22401,22.93,60 months,129695,3-5 years,Education,Current
CST23882,10/28/2017,425945,20.43,36 months,154674,3-5 years,Home Improvement,Fully Paid
CST23883,11/14/2023,370624,10.95,36 months,54484,5-10 years,Vacation,Fully Paid
CST23884,5/7/2018,123278,16.65,36 months,114459,5-10 years,Vacation,Fully Paid
CST23885,10/24/2020,181239,13.09,60 months,56841,5-10 years,Debt Consolidation,Current
CST23886,3/31/2020,230253,18.06,36 months,170690,3-5 years,Medical,Fully Paid
CST23887,8/29/2020,324535,23.89,36 months,162445,3-5 years,Medical,Current
CST23888,8/14/2016,131543,7.3,36 months,155093,1-3 years,Education,Current
CST23889,6/23/2015,396030,23.17,60 months,30311,1-3 years,Debt Consolidation,Fully Paid
CST23890,8/13/2021,99583,7.77,60 months,157438,5-10 years,Debt Consolidation,Fully Paid
CST23891,7/24/2018,194243,14.56,60 months,38318,1-3 years,Debt Consolidation,Fully Paid
CST23892,5/14/2023,486312,14.94,60 months,53083,5-10 years,Debt Consolidation,Fully Paid
CST23893,3/24/2022,142719,11.2,60 months,151549,1-3 years,Credit Card,Current
CST23894,2/20/2023,419322,16.42,36 months,181112,3-5 years,Education,Current
CST23895,7/15/2023,273159,21.09,36 months,164723,5-10 years,Car Loan,Fully Paid
CST23896,1/17/2021,288650,11.64,36 months,62120,1-3 years,Education,Fully Paid
CST23897,10/9/2016,250221,7.73,36 months,180786,1-3 years,Debt Consolidation,Charged Off
CST23898,8/18/2016,29067,17.56,36 months,105203,1-3 years,Education,Fully Paid
CST23899,8/31/2022,397963,19.66,60 months,156201,< 1 year,Education,Fully Paid
CST23900,2/27/2016,7056,23.2,60 months,197260,5-10 years,Car Loan,Current
CST23901,10/23/2015,495471,9.29,36 months,123822,3-5 years,Credit Card,Fully Paid
CST23902,5/21/2021,259770,22.27,36 months,70655,< 1 year,Education,Current
CST23903,12/31/2015,34328,14.94,36 months,58758,1-3 years,Home Improvement,Current
CST23904,10/21/2018,344856,10.63,36 months,66664,5-10 years,Home Improvement,Charged Off
CST23905,9/26/2019,57832,23.35,36 months,55967,5-10 years,Vacation,Fully Paid
CST23906,5/4/2015,47771,10.67,36 months,119494,5-10 years,Debt Consolidation,Charged Off
CST23907,1/7/2021,102421,19.34,36 months,145986,5-10 years,Medical,Fully Paid
CST23908,4/15/2015,485021,20.24,36 months,46977,1-3 years,Home Improvement,Fully Paid
CST23909,1/25/2020,182587,14.03,60 months,107447,3-5 years,Car Loan,Current
CST23910,6/7/2023,69538,18.57,36 months,170168,5-10 years,Education,Charged Off
CST23911,1/6/2019,466866,16.52,36 months,110833,10+ years,Car Loan,Current
CST23912,1/28/2019,477194,9.86,36 months,197423,10+ years,Car Loan,Fully Paid
CST23913,10/17/2023,307295,19.8,36 months,52488,10+ years,Credit Card,Current
CST23914,6/6/2023,137701,22.74,60 months,17445,10+ years,Credit Card,Fully Paid
CST23915,12/13/2018,350607,15.05,36 months,191142,< 1 year,Home Improvement,Current
CST23916,5/27/2021,101853,23.9,36 months,115454,5-10 years,Home Improvement,Current
CST23917,2/21/2022,94432,13.99,60 months,171795,< 1 year,Debt Consolidation,Fully Paid
CST23918,7/24/2017,295299,14.9,36 months,30947,< 1 year,Home Improvement,Current
CST23919,7/4/2021,256529,18.29,36 months,78886,< 1 year,Home Improvement,Fully Paid
CST23920,9/23/2015,154360,9.75,60 months,30237,< 1 year,Vacation,Current
CST23921,1/8/2016,317732,22.28,60 months,114995,5-10 years,Medical,Fully Paid
CST23922,9/21/2017,223023,20.52,36 months,177386,3-5 years,Small Business,Current
CST23923,12/10/2018,172157,21.77,36 months,103865,1-3 years,Credit Card,Fully Paid
CST23924,12/5/2017,16251,17.17,36 months,62259,5-10 years,Car Loan,Current
CST23925,8/27/2021,107420,21.97,36 months,198687,3-5 years,Vacation,Fully Paid
CST23926,12/7/2015,161646,18.4,36 months,198033,10+ years,Vacation,Fully Paid
CST23927,6/30/2022,276767,15.45,60 months,19398,< 1 year,Education,Fully Paid
CST23928,3/9/2021,222544,22.81,36 months,122012,3-5 years,Debt Consolidation,Current
CST23929,7/11/2020,321859,14.2,36 months,68356,1-3 years,Car Loan,Fully Paid
CST23930,12/26/2019,273267,15.26,60 months,99520,3-5 years,Car Loan,Fully Paid
CST23931,2/27/2023,270205,9.47,36 months,87104,3-5 years,Car Loan,Fully Paid
CST23932,11/30/2023,111393,23.08,60 months,87767,1-3 years,Vacation,Charged Off
CST23933,5/31/2016,259216,10.37,60 months,66689,5-10 years,Debt Consolidation,Current
